timestamp,model,dataset,nrows,inference_time,co2eq_kg,cpu_power_inference_w
2026-05-15 09:06:48,MLP_2x256,higgs,11000000,0.0007401000184472,0.1336906171674133,
2026-05-15 12:57:45,MLP_3x256,higgs,11000000,0.0008871500031091,0.1695912731209994,
2026-05-15 16:46:43,MLP_4x256,higgs,11000000,0.0010182000114582,0.1691130770990867,
2026-05-15 20:08:01,MLP_1x512,higgs,11000000,0.0005995499959681,0.1440616442385113,
2026-05-16 00:10:42,MLP_2x512,higgs,11000000,0.0007645500008948,0.1814322458999625,
2026-05-16 05:49:55,MLP_3x512,higgs,11000000,0.0009258000063709,0.2613740361275695,
2026-05-16 12:16:49,MLP_4x512,higgs,11000000,0.0010492000146768,0.3099250305821487,
2026-05-16 12:17:20,LogisticRegression,higgs,1000,0.0006156500021461,1.0783871247019274e-05,
2026-05-16 12:17:47,RandomForest,higgs,1000,0.0589425499783828,4.639509036693179e-05,
2026-05-16 12:18:06,XGBoost,higgs,1000,0.001904500008095,2.7459613108098544e-05,
2026-05-16 12:18:28,XGBoost_GPU,higgs,1000,0.0025610500015318,5.113595895459561e-05,
2026-05-16 12:18:52,MLP_PyTorch,higgs,1000,0.000906200002646,3.7563940427629e-05,
2026-05-16 12:19:15,LogisticRegression,higgs,5000,0.0006261499947868,1.1870150847667207e-05,
2026-05-16 12:19:44,RandomForest,higgs,5000,0.0597376500081736,7.416852021945023e-05,
2026-05-16 12:20:04,XGBoost,higgs,5000,0.00191279995488,4.678402406270515e-05,
2026-05-16 12:20:28,XGBoost_GPU,higgs,5000,0.0026856499898713,8.042462831505003e-05,
2026-05-16 12:20:51,MLP_PyTorch,higgs,5000,0.0009058999712578,4.758132231681277e-05,
2026-05-16 12:21:14,LogisticRegression,higgs,10000,0.0006283000111579,1.4048030559306218e-05,
2026-05-16 12:21:46,RandomForest,higgs,10000,0.0597041500150226,0.0001161125915662,
2026-05-16 12:22:07,XGBoost,higgs,10000,0.0019460499752312,6.107831713348777e-05,
2026-05-16 12:22:32,XGBoost_GPU,higgs,10000,0.0028584499959833,9.000278615865484e-05,
2026-05-16 12:22:56,MLP_PyTorch,higgs,10000,0.0009036999836098,6.706072919952722e-05,
2026-05-16 12:23:20,LogisticRegression,higgs,50000,0.0006305499700829,2.08752651553074e-05,
2026-05-16 12:24:16,RandomForest,higgs,50000,0.0596065499994438,0.0005028605961651,
2026-05-16 12:24:41,XGBoost,higgs,50000,0.0019597499631345,0.0001166530877504,
2026-05-16 12:25:08,XGBoost_GPU,higgs,50000,0.0029040499939583,0.0001232156411229,
2026-05-16 12:25:57,MLP_PyTorch,higgs,50000,0.0010137000062968,0.0003015250971959,
2026-05-16 12:26:22,LogisticRegression,higgs,100000,0.0006373500218614,3.0338510035470835e-05,
2026-05-16 12:27:56,RandomForest,higgs,100000,0.0597391500195954,0.0010893354046533,
2026-05-16 12:28:24,XGBoost,higgs,100000,0.0019774500397033,0.0001587207414833,
2026-05-16 12:28:52,XGBoost_GPU,higgs,100000,0.0029012999730184,0.0001431790522388,
2026-05-16 12:30:04,MLP_PyTorch,higgs,100000,0.0010345999908167,0.0007111659449819,
2026-05-16 12:30:42,LogisticRegression,higgs,500000,0.0006333999917842,0.0001458345589575,
2026-05-16 12:40:32,RandomForest,higgs,500000,0.0594727999996393,0.0083930831674551,
2026-05-16 12:41:23,XGBoost,higgs,500000,0.0020450000010896,0.0004956405342934,
2026-05-16 12:41:55,XGBoost_GPU,higgs,500000,0.0028768999618478,0.0002159719409139,
2026-05-16 12:46:21,MLP_PyTorch,higgs,500000,0.0009012999944388,0.0027471875140643,
2026-05-16 12:47:21,LogisticRegression,higgs,1000000,0.000629049987765,0.0003309877339802,
2026-05-16 12:48:42,XGBoost,higgs,1000000,0.0020648500067181,0.0009702882419228,
2026-05-16 12:49:19,XGBoost_GPU,higgs,1000000,0.0028962999931536,0.0003032732942818,
2026-05-16 12:58:05,MLP_PyTorch,higgs,1000000,0.0009097500005736,0.0052230296231381,
2026-05-16 13:02:18,LogisticRegression,higgs,5000000,0.000626649998594,0.0020504341827386,
2026-05-16 13:09:34,XGBoost,higgs,5000000,0.0019823999900836,0.005942393065026,
2026-05-16 13:10:46,XGBoost_GPU,higgs,5000000,0.0029941499815322,0.0009775743083443,
2026-05-16 14:12:56,MLP_PyTorch,higgs,5000000,0.0009013999952003,0.0362490688488965,
2026-05-19 19:43:52,LogisticRegression,wine,5000,0.0005793500004074303,1.4528391671334238e-05,43.6398
2026-05-19 19:44:09,RandomForest,wine,5000,0.03851189999977578,1.621959100748029e-05,61.0271
2026-05-19 19:44:21,XGBoost,wine,5000,0.001385750000281405,1.6633643833328832e-05,47.1824
2026-05-19 19:44:34,XGBoost_GPU,wine,5000,0.0018290500006514776,1.8826206150569663e-05,52.9702
2026-05-19 19:44:49,MLP_PyTorch,wine,5000,0.0006288499998845509,3.118797364529192e-05,59.4344
2026-05-19 19:45:10,LogisticRegression,credit,5000,0.0007691999999224208,2.2678197749396626e-05,74.4186
2026-05-19 19:45:27,RandomForest,credit,5000,0.028194900000016787,1.92654763113127e-05,59.4252
2026-05-19 19:45:40,XGBoost,credit,5000,0.002607200000056764,1.919964864322176e-05,82.2311
2026-05-19 19:45:53,XGBoost_GPU,credit,5000,0.003817549999894254,2.3351117694033068e-05,84.3019
2026-05-19 19:46:09,MLP_PyTorch,credit,5000,0.0008894999996300612,3.796066464595736e-05,59.4906
2026-05-19 19:46:35,LogisticRegression,higgs,5000,0.0006132500002422603,1.3048380740499566e-05,44.7002
2026-05-19 19:47:02,RandomForest,higgs,5000,0.06101029999990715,2.4464554148933763e-05,61.5451
2026-05-19 19:47:22,XGBoost,higgs,5000,0.001908849999836093,2.347874844487558e-05,58.1071
2026-05-19 19:47:43,XGBoost_GPU,higgs,5000,0.0027073000001109904,3.066648062424112e-05,88.4969
2026-05-19 19:48:07,MLP_PyTorch,higgs,5000,0.0008857500001795415,4.300572464367259e-05,47.4642
