timestamp,model,dataset,nrows,seed,accuracy,f1,co2eq_kg,co2eq_codecarbon_kg,cpu_power_hw_w,cpu_energy_hw_wh,gpu_energy_wh,ram_energy_wh,training_time_s
2026-05-24 15:56:07,MLP_PyTorch,higgs,1000,123.0,0.65,0.6502,1.275303590980531e-05,5.251344357578514e-06,44.7006,0.021892,0.004811,0.006769,0.21
2026-05-24 16:06:42,MLP_PyTorch,higgs,1000,999.0,0.585,0.5823,1.5554803416505623e-05,5.333266936277579e-06,51.7442,0.02908,0.00482,0.006926,0.24
2026-05-24 15:45:22,LogisticRegression,higgs,10000,42.0,0.641,0.6364,1.1844047284664362e-05,4.12839855080108e-06,44.5027,0.022129,0.003188,0.00577,0.03
2026-05-24 15:56:20,LogisticRegression,higgs,10000,123.0,0.6365,0.6329,1.2774162769445227e-05,4.141167180825706e-06,49.3474,0.024532,0.003238,0.005758,0.03
2026-05-24 16:06:55,LogisticRegression,higgs,10000,999.0,0.6205,0.6155,1.2496339362333696e-05,4.109844424332085e-06,48.0355,0.023891,0.003131,0.005777,0.04
2026-05-24 15:45:30,RandomForest,higgs,10000,42.0,0.7195,0.7193,2.8011096951035e-05,9.659281177167462e-06,69.5285,0.051905,0.010156,0.011459,1.06
2026-05-24 15:56:28,RandomForest,higgs,10000,123.0,0.7085,0.708,3.017480917255228e-05,9.602531739193862e-06,77.1429,0.057686,0.010352,0.011161,1.01
2026-05-24 16:07:03,RandomForest,higgs,10000,999.0,0.7055,0.7051,2.8070628200404453e-05,9.45366630225828e-06,70.122,0.052607,0.009581,0.011487,1.06
2026-05-24 15:45:38,XGBoost,higgs,10000,42.0,0.715,0.7148,2.1466543523567168e-05,6.970211895582923e-06,65.554,0.041315,0.006485,0.008543,0.53
2026-05-24 15:56:35,XGBoost,higgs,10000,123.0,0.6905,0.6904,2.274952534017501e-05,7.242092714167456e-06,69.5582,0.044009,0.007024,0.008678,0.56
2026-05-24 16:07:11,XGBoost,higgs,10000,999.0,0.698,0.698,2.155275357973168e-05,7.244003004385493e-06,65.0547,0.040998,0.006978,0.008593,0.54
2026-05-24 15:45:46,XGBoost_GPU,higgs,10000,42.0,0.7175,0.7175,3.279957403082903e-05,1.6695906714357796e-05,60.5837,0.047496,0.025897,0.012695,1.28
2026-05-24 15:56:43,XGBoost_GPU,higgs,10000,123.0,0.7005,0.7002,3.45637702453329e-05,1.6864163851149035e-05,61.5949,0.052103,0.025954,0.012661,1.28
2026-05-24 16:07:19,XGBoost_GPU,higgs,10000,999.0,0.694,0.694,3.195746619638212e-05,1.6095936567493475e-05,59.3969,0.046609,0.025085,0.012183,1.19
2026-05-24 15:45:53,MLP_PyTorch,higgs,10000,42.0,0.66,0.6547,2.7487505873188387e-05,1.4266888448003164e-05,49.6507,0.0388,0.020722,0.012624,1.26
2026-05-24 15:56:52,MLP_PyTorch,higgs,10000,123.0,0.6645,0.6598,3.328001485563546e-05,1.5899664407225605e-05,55.6804,0.050213,0.023178,0.013958,1.51
2026-05-24 16:07:27,MLP_PyTorch,higgs,10000,999.0,0.655,0.6434,3.030281998411609e-05,1.4440341694623148e-05,57.3331,0.045544,0.022011,0.011979,1.15
2026-05-24 15:46:07,LogisticRegression,higgs,50000,42.0,0.6362,0.6317,1.2354513708102877e-05,4.931876114486755e-06,43.1506,0.021571,0.004442,0.006414,0.15
2026-05-24 15:57:05,LogisticRegression,higgs,50000,123.0,0.6383,0.6333,1.3826082377794754e-05,4.757465676520668e-06,51.9954,0.025921,0.003877,0.006491,0.16
2026-05-24 16:07:41,LogisticRegression,higgs,50000,999.0,0.6375,0.6336,2.1278348812826132e-05,5.461652042651735e-06,80.9723,0.043857,0.005085,0.006907,0.24
2026-05-24 15:46:19,RandomForest,higgs,50000,42.0,0.7167,0.7165,9.750856292686108e-05,5.5971364369394896e-05,97.7007,0.186025,0.035941,0.033963,5.11
2026-05-24 15:57:17,RandomForest,higgs,50000,123.0,0.7193,0.7187,0.0001011589242546,5.705094014630273e-05,101.7818,0.19438,0.036539,0.03459,5.22
2026-05-24 16:07:54,RandomForest,higgs,50000,999.0,0.7086,0.7083,0.0001149993922067,6.978911029672808e-05,106.2434,0.22351,0.040352,0.037973,5.83
2026-05-24 15:46:27,XGBoost,higgs,50000,42.0,0.7141,0.7141,3.183778429683288e-05,1.1740709887016516e-05,78.7036,0.060628,0.010766,0.012169,1.19
2026-05-24 15:57:26,XGBoost,higgs,50000,123.0,0.7125,0.7121,4.394684078321564e-05,2.122361251910492e-05,92.1641,0.086267,0.014355,0.014724,1.64
2026-05-24 16:08:02,XGBoost,higgs,50000,999.0,0.7135,0.7132,3.983485566669868e-05,1.8494382871685964e-05,92.4903,0.079183,0.012068,0.013302,1.38
2026-05-24 15:46:35,XGBoost_GPU,higgs,50000,42.0,0.7192,0.7191,4.030702972741858e-05,2.079904250913332e-05,60.64,0.056501,0.034401,0.014891,1.67
2026-05-24 15:57:35,XGBoost_GPU,higgs,50000,123.0,0.7078,0.7075,4.970524890880369e-05,2.39908989776494e-05,74.0807,0.073891,0.039985,0.016584,1.98
2026-05-24 16:08:11,XGBoost_GPU,higgs,50000,999.0,0.7085,0.7082,4.930413096432952e-05,2.306594344782148e-05,75.7618,0.075363,0.037791,0.016253,1.92
2026-05-24 15:46:47,MLP_PyTorch,higgs,50000,42.0,0.694,0.6842,8.014589716572803e-05,4.231717779441688e-05,59.6951,0.11039,0.066435,0.033532,5.03
2026-05-24 15:57:47,MLP_PyTorch,higgs,50000,123.0,0.7049,0.7044,0.0001165416783359,5.191196822591654e-05,91.702,0.192933,0.073928,0.039023,6.02
2026-05-24 16:08:24,MLP_PyTorch,higgs,50000,999.0,0.7012,0.7011,0.0001021283480641,4.803351983556325e-05,73.7438,0.156783,0.072416,0.038855,5.99
2026-05-24 15:47:01,LogisticRegression,higgs,100000,42.0,0.6404,0.6364,1.785159384143459e-05,5.914579480370458e-06,59.9301,0.034093,0.005089,0.007673,0.38
2026-05-24 15:58:02,LogisticRegression,higgs,100000,123.0,0.6403,0.6354,2.0376792648133964e-05,6.205066148364528e-06,67.1276,0.039776,0.005865,0.007841,0.4
2026-05-24 16:08:38,LogisticRegression,higgs,100000,999.0,0.6418,0.6377,1.892469419239938e-05,6.079088449083565e-06,63.6255,0.036244,0.005741,0.007686,0.38
2026-05-24 15:47:19,RandomForest,higgs,100000,42.0,0.7238,0.7236,0.0002078293265826,0.0001293820012453,109.5927,0.399111,0.076472,0.069901,11.57
2026-05-24 15:58:21,RandomForest,higgs,100000,123.0,0.7194,0.719,0.0002253991293086,0.0001379456959668,114.6399,0.43887,0.080303,0.072426,12.03
2026-05-24 16:08:57,RandomForest,higgs,100000,999.0,0.7257,0.7253,0.0002175170491721,0.0001396033009288,111.2088,0.418735,0.07988,0.072295,12.01
2026-05-24 15:47:28,XGBoost,higgs,100000,42.0,0.7181,0.718,4.418766153287397e-05,2.2265582203441244e-05,86.5854,0.085661,0.014733,0.015584,1.79
2026-05-24 15:58:29,XGBoost,higgs,100000,123.0,0.7164,0.7162,4.45917340297122e-05,2.2804813802629103e-05,87.161,0.085799,0.015401,0.015839,1.84
2026-05-24 16:09:05,XGBoost,higgs,100000,999.0,0.722,0.7218,4.272638684215573e-05,2.1569392867318084e-05,91.0592,0.083079,0.013985,0.015078,1.71
2026-05-24 15:47:37,XGBoost_GPU,higgs,100000,42.0,0.7157,0.7154,4.978505565871074e-05,2.621206371029588e-05,69.5821,0.07066,0.043068,0.016942,2.05
2026-05-24 15:58:38,XGBoost_GPU,higgs,100000,123.0,0.7168,0.7166,4.5852379856152976e-05,2.461981880136989e-05,62.3729,0.062356,0.04151,0.016481,1.96
2026-05-24 16:09:14,XGBoost_GPU,higgs,100000,999.0,0.7179,0.7178,4.5282709205347645e-05,2.3031226607815395e-05,63.5534,0.064016,0.038932,0.015904,1.86
2026-05-24 15:47:57,MLP_PyTorch,higgs,100000,42.0,0.7179,0.7166,0.0002143196759883,9.859073323902295e-05,86.0249,0.349658,0.135206,0.077655,12.97
2026-05-24 15:58:57,MLP_PyTorch,higgs,100000,123.0,0.7205,0.7206,0.0001995592653833,9.605110097079418e-05,91.9215,0.331872,0.122841,0.069065,11.43
2026-05-24 16:09:34,MLP_PyTorch,higgs,100000,999.0,0.7167,0.7168,0.0002079133131014,9.821469263299648e-05,82.8505,0.331057,0.138665,0.075982,12.67
2026-05-24 17:09:29,LogisticRegression,higgs,200000,42.0,0.6413,0.6369,2.2464532081829884e-05,8.90300831130366e-06,52.1029,0.03911,0.009046,0.010806,0.94
2026-05-24 17:10:02,LogisticRegression,higgs,200000,123.0,0.6403,0.6352,2.1964680635271924e-05,8.848803524456305e-06,50.5606,0.037897,0.009064,0.010689,0.92
2026-05-24 17:10:35,LogisticRegression,higgs,200000,999.0,0.639,0.6344,2.0819835932926387e-05,8.530758641111159e-06,51.9738,0.035686,0.008416,0.010543,0.89
2026-05-24 17:14:36,RandomForest,higgs,200000,42.0,0.7264,0.7262,0.0004949705864398,0.000315795091337,115.5111,0.958594,0.181992,0.158549,28.14
2026-05-24 17:15:47,RandomForest,higgs,200000,123.0,0.7252,0.7249,0.0004879400843468,0.0003148057640872,113.5198,0.941502,0.179936,0.159244,28.24
2026-05-24 17:16:58,RandomForest,higgs,200000,999.0,0.7277,0.7274,0.0004917649576987,0.0003200745849042,113.3576,0.948489,0.182053,0.160179,28.37
2026-05-24 17:09:38,XGBoost,higgs,200000,42.0,0.7289,0.7287,6.849369994872972e-05,4.087009435110582e-05,96.5488,0.122649,0.035205,0.02192,2.94
2026-05-24 17:10:12,XGBoost,higgs,200000,123.0,0.723,0.7227,6.423683154150705e-05,3.640650178549103e-05,97.2504,0.123901,0.022618,0.022081,2.97
2026-05-24 17:10:45,XGBoost,higgs,200000,999.0,0.7267,0.7265,6.512303383726618e-05,3.661352446748543e-05,97.8866,0.126057,0.022536,0.022333,3.02
2026-05-24 17:09:47,XGBoost_GPU,higgs,200000,42.0,0.728,0.7278,5.138071606468514e-05,2.7407247063506027e-05,66.6263,0.070149,0.046673,0.018036,2.24
2026-05-24 17:10:21,XGBoost_GPU,higgs,200000,123.0,0.7259,0.7257,5.0353136384702194e-05,2.739188376635555e-05,64.7702,0.068081,0.046209,0.01787,2.21
2026-05-24 17:10:54,XGBoost_GPU,higgs,200000,999.0,0.7237,0.7235,4.979668974557248e-05,2.685543933626707e-05,64.0197,0.067204,0.045736,0.01776,2.19
2026-05-24 17:15:05,MLP_PyTorch,higgs,200000,42.0,0.7343,0.7346,0.0003248467905938,0.0001560207448335,74.9959,0.49925,0.226272,0.127094,22.39
2026-05-24 17:16:16,MLP_PyTorch,higgs,200000,123.0,0.7302,0.7305,0.0003229542976688,0.0001548318776373,75.0992,0.494379,0.227893,0.125378,22.07
2026-05-24 17:17:28,MLP_PyTorch,higgs,200000,999.0,0.7321,0.732,0.0003364590537802,0.0001621716776324,75.2143,0.515562,0.236577,0.130957,23.08
2026-05-24 15:48:14,LogisticRegression,higgs,500000,42.0,0.6432,0.6386,4.356766416937354e-05,1.9354730953178263e-05,55.5845,0.070682,0.021944,0.021724,2.91
2026-05-24 15:59:14,LogisticRegression,higgs,500000,123.0,0.6417,0.6371,5.232349987226014e-05,2.0936693899337845e-05,66.4873,0.090284,0.023782,0.023266,3.18
2026-05-24 16:09:50,LogisticRegression,higgs,500000,999.0,0.6425,0.6379,4.4557379156459336e-05,1.978783375372591e-05,57.1238,0.07229,0.022627,0.022031,2.96
2026-05-24 15:50:02,RandomForest,higgs,500000,42.0,0.7331,0.7329,0.0016807316501908,0.0011137385600187,113.0891,3.225968,0.640716,0.544685,101.08
2026-05-24 16:01:02,RandomForest,higgs,500000,123.0,0.733,0.7327,0.001673204290704,0.0011123976252152,112.9044,3.215019,0.630364,0.546229,100.76
2026-05-24 16:11:44,RandomForest,higgs,500000,999.0,0.7326,0.7324,0.0017708314747954,0.0011795906578825,112.9879,3.393569,0.681222,0.57306,106.44
2026-05-24 15:50:15,XGBoost,higgs,500000,42.0,0.7391,0.7389,0.0001095225669984,6.809416307337791e-05,103.383,0.211675,0.038598,0.037188,5.69
2026-05-24 16:01:15,XGBoost,higgs,500000,123.0,0.7373,0.7371,0.0001044960413644,6.246160192483861e-05,102.7478,0.203008,0.035949,0.03531,5.35
2026-05-24 16:11:59,XGBoost,higgs,500000,999.0,0.7392,0.739,0.0001559389575111,9.979807432774748e-05,107.6052,0.298908,0.057955,0.052426,8.43
2026-05-24 15:50:24,XGBoost_GPU,higgs,500000,42.0,0.7392,0.739,6.172728459422769e-05,3.328885754670904e-05,67.5322,0.081825,0.059917,0.020272,2.65
2026-05-24 16:01:24,XGBoost_GPU,higgs,500000,123.0,0.7382,0.738,6.011531514354589e-05,3.2146187906082845e-05,66.8655,0.080716,0.057219,0.019848,2.57
2026-05-24 16:12:09,XGBoost_GPU,higgs,500000,999.0,0.7377,0.7376,6.911148012201834e-05,3.4841356846055594e-05,76.27,0.098182,0.06159,0.021623,2.89
2026-05-24 15:51:35,MLP_PyTorch,higgs,500000,42.0,0.7527,0.7515,0.0008416869364447,0.0004139596694014,70.2288,1.251098,0.61669,0.341365,62.56
2026-05-24 16:02:43,MLP_PyTorch,higgs,500000,123.0,0.7512,0.7508,0.0009488294393488,0.0004706926029826,69.4035,1.400946,0.701333,0.388087,70.89
2026-05-24 16:13:25,MLP_PyTorch,higgs,500000,999.0,0.7505,0.7505,0.0009392957556777,0.0004539472921288,73.4744,1.425603,0.666277,0.373464,68.27
2026-05-24 15:51:58,LogisticRegression,higgs,1000000,42.0,0.6432,0.6387,0.0001092821600693,4.503677590641543e-05,71.4476,0.184836,0.054025,0.047969,7.63
2026-05-24 16:03:04,LogisticRegression,higgs,1000000,123.0,0.6411,0.6366,8.523676215287999e-05,3.959689220284501e-05,57.2111,0.134056,0.046438,0.043224,6.78
2026-05-24 16:13:45,LogisticRegression,higgs,1000000,999.0,0.6418,0.6372,8.232837189211374e-05,3.891589214646033e-05,54.9087,0.128277,0.045383,0.042425,6.63
2026-05-24 15:52:18,XGBoost,higgs,1000000,42.0,0.7451,0.7449,0.0002398371082875,0.0001590955674653,110.055,0.45987,0.089534,0.08009,13.41
2026-05-24 16:03:23,XGBoost,higgs,1000000,123.0,0.7464,0.7461,0.0002163726292375,0.000137155352743,108.652,0.414178,0.080592,0.073137,12.16
2026-05-24 16:14:04,XGBoost,higgs,1000000,999.0,0.7455,0.7453,0.0002202221999656,0.0001419074137668,108.7708,0.422666,0.080977,0.074367,12.38
2026-05-24 15:52:29,XGBoost_GPU,higgs,1000000,42.0,0.7433,0.7431,0.0001006967705832,5.023841326295363e-05,90.8933,0.145721,0.090811,0.027763,3.99
2026-05-24 16:03:33,XGBoost_GPU,higgs,1000000,123.0,0.7454,0.7452,8.073261382373011e-05,4.5884356165167966e-05,70.8002,0.10151,0.086016,0.02437,3.38
2026-05-24 16:14:15,XGBoost_GPU,higgs,1000000,999.0,0.7449,0.7447,7.810601421391158e-05,4.519871825907248e-05,68.7978,0.096512,0.08389,0.0246,3.42
2026-05-24 15:55:24,MLP_PyTorch,higgs,1000000,42.0,0.7609,0.7607,0.0021892670432751,0.0010868767151612,69.0633,3.218668,1.630053,0.897387,166.21
2026-05-24 16:05:59,MLP_PyTorch,higgs,1000000,123.0,0.7621,0.762,0.0018386432860285,0.0009033726978062,70.7205,2.719742,1.365674,0.74042,136.84
2026-05-24 16:17:05,MLP_PyTorch,higgs,1000000,999.0,0.7586,0.7579,0.0020848981883199,0.001064389478643,65.9963,2.983055,1.61729,0.871828,161.01
2026-05-24 16:41:13,LogisticRegression,higgs,5000000,42.0,0.6415,0.6369,0.0004588625549655,0.000215029820968,61.8115,0.714606,0.267784,0.221974,39.93
2026-05-24 16:49:04,LogisticRegression,higgs,5000000,123.0,0.6417,0.6372,0.0004187837174632,0.0002014017201116,57.4815,0.641273,0.244169,0.213728,38.48
2026-05-24 16:56:53,LogisticRegression,higgs,5000000,999.0,0.6414,0.6369,0.0004466636826908,0.000209491781077,60.8736,0.695684,0.257776,0.218886,39.4
2026-05-24 16:42:38,XGBoost,higgs,5000000,42.0,0.7568,0.7566,0.0012610192769577,0.0008802661828797,107.0139,2.359569,0.526826,0.423367,77.74
2026-05-24 16:50:29,XGBoost,higgs,5000000,123.0,0.7581,0.7578,0.0012278349728104,0.0008531531635376,106.7347,2.331003,0.472095,0.419566,77.07
2026-05-24 16:58:18,XGBoost,higgs,5000000,999.0,0.7566,0.7563,0.0012404032189979,0.0008629910260151,106.9388,2.344887,0.489712,0.421052,77.34
2026-05-24 16:42:55,XGBoost_GPU,higgs,5000000,42.0,0.7571,0.7569,0.0002189671547742,0.0001516358708414,71.2307,0.213691,0.304558,0.056468,9.15
2026-05-24 16:50:45,XGBoost_GPU,higgs,5000000,123.0,0.7576,0.7574,0.000226547708584,0.0001506508517126,76.6034,0.23594,0.300604,0.05807,9.45
2026-05-24 16:58:34,XGBoost_GPU,higgs,5000000,999.0,0.7562,0.7559,0.0002150993813917,0.0001493665272878,69.443,0.208228,0.300086,0.056252,9.12
2026-05-24 06:37:56,MLP_PyTorch,higgs,5000000,,0.7785,0.778,0.0155882079175005,0.0083360871488252,48.3647,21.906781,10.26009,8.74706,1629.09
2026-05-24 16:44:42,LogisticRegression,higgs,11000000,42.0,0.6414,0.6368,0.0010345187668507,0.0004949285986307,60.1026,1.587919,0.619987,0.507366,93.34
2026-05-24 16:52:32,LogisticRegression,higgs,11000000,123.0,0.6418,0.6372,0.0009939851779328,0.0004750903432997,58.3811,1.529437,0.576521,0.502927,92.54
2026-05-24 17:00:18,LogisticRegression,higgs,11000000,999.0,0.6422,0.6377,0.0009863416188051,0.0004997250185316,56.3567,1.44039,0.573787,0.574646,90.46
2026-05-24 16:47:43,XGBoost,higgs,11000000,42.0,0.7598,0.7596,0.0027437237288932,0.0019137138337785,106.7729,5.165025,1.103582,0.932768,172.56
2026-05-24 16:55:32,XGBoost,higgs,11000000,123.0,0.7598,0.7596,0.0026995141093278,0.0018871288131682,106.3962,5.102746,1.058713,0.92388,170.93
2026-05-24 17:03:15,XGBoost,higgs,11000000,999.0,0.7597,0.7595,0.0026655739865826,0.0018659164261123,106.371,5.02698,1.059261,0.910017,168.41
2026-05-24 16:48:09,XGBoost_GPU,higgs,11000000,42.0,0.7601,0.7599,0.0004167424278011,0.0003008632537155,69.7966,0.37477,0.618754,0.100288,17.55
2026-05-24 16:55:57,XGBoost_GPU,higgs,11000000,123.0,0.7598,0.7596,0.0004289060072932,0.0003027385952089,73.5537,0.40352,0.619479,0.102738,17.99
2026-05-24 17:03:41,XGBoost_GPU,higgs,11000000,999.0,0.7596,0.7594,0.0004513319324723,0.0003144428768255,79.382,0.444633,0.634337,0.105628,18.51
2026-05-24 08:53:38,MLP_PyTorch,higgs,11000000,,0.7852,0.785,0.0731447488959568,0.039270245684564,48.1152,102.382862,48.504002,41.094104,7658.67
