timestamp,model,dataset,nrows,inference_time,co2eq_kg,cpu_power_inference_w,energy_per_inference_wh,n_inference_reps
2026-05-24 05:45:28,XGBoost,higgs,50000,0.0019326999899931252,3.339073484287949e-05,106.0552,5.871774e-05,15166
2026-05-24 05:46:18,XGBoost_GPU,higgs,50000,0.0036718000192195177,3.4089359986863966e-05,105.3473,1.202539e-04,7310
2026-05-24 05:47:14,MLP_PyTorch,higgs,50000,0.0008707999950274825,7.531874808742087e-05,53.6638,1.314369e-05,34032
2026-05-24 05:48:07,LogisticRegression,higgs,100000,0.000609199982136488,1.2122273427467566e-05,46.8008,8.020683e-06,48794
2026-05-24 05:49:07,RandomForest,higgs,100000,0.052565000019967556,0.00018640036781465436,56.5407,8.517544e-04,554
2026-05-24 05:49:57,XGBoost,higgs,100000,0.0019500000053085387,4.2405004531638246e-05,106.2191,5.937317e-05,15023
2026-05-24 05:50:47,XGBoost_GPU,higgs,100000,0.003485499997623265,3.949682433325381e-05,105.5066,1.106321e-04,7951
2026-05-24 05:51:52,MLP_PyTorch,higgs,100000,0.0008614999824203551,0.00019647928682779326,53.8738,1.313281e-05,34442
2026-05-24 05:52:47,LogisticRegression,higgs,500000,0.0006080000312067568,2.9687632979579164e-05,46.5982,7.975802e-06,48843
2026-05-24 05:55:06,RandomForest,higgs,500000,0.05340610002167523,0.0013994481792019284,57.3416,8.784985e-04,549
2026-05-24 05:56:00,XGBoost,higgs,500000,0.0019583000103011727,9.759422654266326e-05,106.8375,5.987422e-05,14974
2026-05-24 05:56:51,XGBoost_GPU,higgs,500000,0.0034685999853536487,5.087810805030403e-05,105.7425,1.019890e-04,8645
2026-05-24 05:59:02,MLP_PyTorch,higgs,500000,0.0008697999874129891,0.0008430414391636334,53.4497,1.311585e-05,34094
2026-05-24 06:00:02,LogisticRegression,higgs,1000000,0.0006008000345900655,5.716011915369405e-05,46.984,7.933121e-06,49433
2026-05-24 06:01:01,XGBoost,higgs,1000000,0.0019890999828930944,0.0001778210343881765,106.4767,6.061636e-05,14744
2026-05-24 06:01:53,XGBoost_GPU,higgs,1000000,0.003447399998549372,6.553729653209718e-05,106.0315,1.022706e-04,8705
2026-05-24 06:05:18,MLP_PyTorch,higgs,1000000,0.0008642000029794872,0.0015282167255113125,53.5955,1.311318e-05,34308
2026-05-24 06:06:50,LogisticRegression,higgs,5000000,0.0006130999536253512,0.0003029096331627549,47.0542,8.106916e-06,48480
2026-05-24 06:08:47,XGBoost,higgs,5000000,0.001961400033906102,0.0009964393800775222,106.4752,5.981543e-05,14939
2026-05-24 06:09:47,XGBoost_GPU,higgs,5000000,0.003521300037391484,0.0001897705866467855,105.943,1.133573e-04,7847
2026-05-24 06:37:56,MLP_PyTorch,higgs,5000000,0.0008783999946899712,0.01558820791750054,53.4169,1.322238e-05,33738
2026-05-24 06:40:16,LogisticRegression,higgs,11000000,0.0005970000056549907,0.0007033270062404373,47.1747,7.948302e-06,49745
2026-05-24 06:43:44,XGBoost,higgs,11000000,0.0019695000373758376,0.0023239242357105585,106.4013,6.010161e-05,14863
2026-05-24 06:44:50,XGBoost_GPU,higgs,11000000,0.00344030000269413,0.0003802616117973413,105.8893,1.012180e-04,8784
2026-05-24 08:53:38,MLP_PyTorch,higgs,11000000,0.0008563000010326505,0.07314474889595685,54.0039,1.304678e-05,34547
2026-05-24 11:24:00,LogisticRegression,higgs,1000,0.0006026000482961535,1.0468532654409e-05,49.2052,8.353548e-06,49267
2026-05-24 11:24:50,RandomForest,higgs,1000,0.058482599997660145,1.5452760790042334e-05,59.9158,9.299064e-04,538
2026-05-24 11:25:39,XGBoost,higgs,1000,0.001865800004452467,1.5962412659573356e-05,106.1652,5.698883e-05,15637
2026-05-24 11:26:28,XGBoost_GPU,higgs,1000,0.003426400013267994,1.9949908490412905e-05,105.9983,1.004748e-04,8864
2026-05-24 11:27:20,MLP_PyTorch,higgs,1000,0.0008780999924056232,2.95307698789773e-05,54.3589,1.346748e-05,33854
2026-05-24 11:28:14,LogisticRegression,higgs,5000,0.0005934999790042639,9.715440365562615e-06,47.9701,8.027807e-06,50051
2026-05-24 11:29:03,RandomForest,higgs,5000,0.05196529999375343,2.0476193203755388e-05,56.12,8.461939e-04,553
2026-05-24 11:29:53,XGBoost,higgs,5000,0.0019830999663099647,2.501189684481364e-05,108.9256,6.214146e-05,14727
2026-05-24 11:30:42,XGBoost_GPU,higgs,5000,0.0034425000194460154,2.5966075756463706e-05,105.8439,1.011444e-04,8793
2026-05-24 11:31:34,MLP_PyTorch,higgs,5000,0.0008626999915577471,3.168434878404286e-05,54.6575,1.332992e-05,34357
2026-05-24 11:32:28,LogisticRegression,higgs,10000,0.0006064000190235674,1.0089115889034283e-05,47.9663,8.172722e-06,49029
2026-05-24 11:33:17,RandomForest,higgs,10000,0.050969600008102134,2.767905488067328e-05,56.5736,8.435829e-04,564
2026-05-24 11:34:06,XGBoost,higgs,10000,0.0019622999825514853,2.6851045535411715e-05,106.4672,6.027068e-05,14726
2026-05-24 11:34:57,XGBoost_GPU,higgs,10000,0.003459199971985072,3.0186314345960105e-05,105.8802,1.048181e-04,8428
2026-05-24 11:35:50,MLP_PyTorch,higgs,10000,0.0008722000056877732,4.1187635543537276e-05,57.6788,1.441775e-05,33376
2026-05-24 11:36:43,LogisticRegression,higgs,50000,0.0005966000026091933,1.2111176376665939e-05,50.4441,8.509532e-06,49689
2026-05-24 11:37:37,RandomForest,higgs,50000,0.059205800003837794,9.521461428594117e-05,66.7152,1.088990e-03,515
2026-05-24 11:38:31,XGBoost,higgs,50000,0.0021415499795693904,4.721131498924478e-05,111.5012,6.920544e-05,13524
2026-05-24 11:39:22,XGBoost_GPU,higgs,50000,0.0035582999989856035,4.141579809738116e-05,108.0388,1.116335e-04,8102
2026-05-24 11:40:19,MLP_PyTorch,higgs,50000,0.0008913000347092748,9.221843670784072e-05,63.419,1.886754e-05,28040
2026-05-24 11:41:16,LogisticRegression,higgs,100000,0.0006085999775677919,1.5040045875417153e-05,63.7842,1.104871e-05,48240
2026-05-24 11:42:18,RandomForest,higgs,100000,0.061222849995829165,0.00021270204963832809,66.164,1.102460e-03,502
2026-05-24 11:43:09,XGBoost,higgs,100000,0.002015500038396567,4.902178855228353e-05,108.0709,6.246380e-05,14434
2026-05-24 11:44:01,XGBoost_GPU,higgs,100000,0.003104700008407235,4.6781062301011075e-05,109.3734,9.862674e-05,9247
2026-05-24 11:45:06,MLP_PyTorch,higgs,100000,0.0009006999898701906,0.00021097917732577662,66.2607,1.987444e-05,27798
2026-05-24 11:46:04,LogisticRegression,higgs,500000,0.0005982000147923827,3.909505059620396e-05,58.6355,9.968932e-06,49423
