timestamp,model,dataset,nrows,accuracy,f1,co2eq_kg,co2eq_codecarbon_kg,cpu_power_hw_w,cpu_energy_hw_wh,gpu_energy_wh,ram_energy_wh,training_time_s
2026-05-09 16:02:33,LogisticRegression,credit,all,0.8104,0.7713,6.052773569368319e-05,3.242836950127817e-05,53.0989,0.082778,0.048751150111492336,0.027336473889105643,3.92
2026-05-09 16:03:26,RandomForest,credit,all,0.8205,0.8001,0.0008315679631272,0.0005274198849002,123.0509,1.485529,0.465463983482,0.23159961777819998,41.73
2026-05-09 16:03:40,XGBoost,credit,all,0.8207,0.7996,4.3346450892063095e-05,2.3539962166809628e-05,86.2537,0.076753,0.02297196282174952,0.014044913333297396,1.53
2026-05-09 16:03:54,XGBoost_GPU,credit,all,0.8218,0.8008,5.171694409484999e-05,2.462605231084137e-05,71.3184,0.081183,0.0354330839025252,0.01912387222206841,2.44
2026-05-09 16:04:55,MLP_PyTorch,credit,all,0.8179,0.8038,0.0006329919565136,0.0003520967969802,60.3982,0.824902,0.5750315711363,0.26146266666699997,47.57
2026-05-09 16:12:29,LogisticRegression,higgs,all,0.6417,0.6372,0.0051482140686035,0.002970118274185,53.3388,6.487962,4.6768948526239,2.3475159461112,436.13
2026-05-09 16:26:32,XGBoost,higgs,all,0.7599,0.7597,0.014650080633925,0.0104873089044467,109.3005,25.180021,8.8260315052641,4.445602707222999,827.73
2026-05-09 16:28:14,XGBoost_GPU,higgs,all,0.7599,0.7597,0.0021041093310555,0.0015962061913617,67.7103,1.726501,3.2223323000861,0.573763227778,90.18
2026-05-09 19:34:44,MLP_PyTorch,higgs,all,0.7876,0.7874,0.1458914678446742,0.0842887203213691,58.5194,181.680688,141.282331914665,59.9542183733367,11174.95
2026-05-14 21:42:54,MLP_1x128,higgs,11000000,0.7301,0.729,0.12851281847930304,0.07262372208791473,54.6296,166.166052,112.370552,58.767381,10948.28
2026-05-14 23:59:34,MLP_2x128,higgs,11000000,0.7569,0.7567,0.09708655793527897,0.05625452908528072,53.4946,121.750859,89.099196,43.970308,8191.55
2026-05-15 01:38:46,MLP_3x128,higgs,11000000,0.7574,0.7566,0.07142661668901601,0.04134473357779154,54.2522,89.627208,65.847675,31.996552,5945.75
2026-05-15 03:21:51,MLP_4x128,higgs,11000000,0.7569,0.7561,0.0741863130580469,0.043093666672345536,53.9802,92.654609,68.898523,33.1616,6177.48
2026-05-15 06:01:09,MLP_1x256,higgs,11000000,0.7375,0.7369,0.11297974346148124,0.06554626815471315,53.3068,141.445566,103.833723,51.255471,9550.67
2026-05-15 09:06:48,MLP_2x256,higgs,11000000,0.7675,0.7673,0.13369061716741334,0.07800754249856569,53.6294,165.869838,125.278087,59.746083,11132.76
2026-05-15 12:57:45,MLP_3x256,higgs,11000000,0.7712,0.7709,0.16959127312099948,0.09902149089982534,54.5244,209.784919,161.001731,74.334802,13849.54
2026-05-15 16:46:43,MLP_4x256,higgs,11000000,0.7718,0.7713,0.1691130770990867,0.10005568687792807,53.9094,205.630702,164.535107,73.700535,13730.16
2026-05-15 20:08:01,MLP_1x512,higgs,11000000,0.7438,0.7431,0.1440616442385113,0.08380398061621981,53.5376,179.543323,133.779306,64.791923,12071.35
2026-05-16 00:10:42,MLP_2x512,higgs,11000000,0.7756,0.7755,0.18143224589996254,0.10791085680082645,54.1068,218.755932,179.344771,78.099417,14553.18
2026-05-16 05:49:55,MLP_3x512,higgs,11000000,0.7813,0.7811,0.2613740361275695,0.159995811562719,53.4433,302.06587,274.768946,109.186276,20345.73
2026-05-16 12:16:49,MLP_4x512,higgs,11000000,0.7826,0.7824,0.30992503058214876,0.1934682196783301,53.7826,346.719466,342.180308,124.551751,23206.45
2026-05-16 12:17:20,LogisticRegression,higgs,1000,0.629,0.6258,1.0783871247019274e-05,4.7862765781571904e-06,39.0069,0.017649,0.004789,0.005866,0.05
2026-05-16 12:17:47,RandomForest,higgs,1000,0.661,0.6589,4.639509036693179e-05,2.1530712892857494e-05,60.6829,0.071921,0.029631,0.02022,2.64
2026-05-16 12:18:06,XGBoost,higgs,1000,0.682,0.682,2.7459613108098544e-05,1.0167228409428527e-05,72.3228,0.048958,0.012767,0.010348,0.86
2026-05-16 12:18:28,XGBoost_GPU,higgs,1000,0.674,0.6733,5.113595895459561e-05,2.5085786668472078e-05,63.4768,0.077797,0.035976,0.020442,2.68
2026-05-16 12:18:52,MLP_PyTorch,higgs,1000,0.565,0.5411,3.7563940427629e-05,1.8761078000350803e-05,53.6802,0.05538,0.026264,0.016949,2.05
2026-05-16 12:19:15,LogisticRegression,higgs,5000,0.6368,0.6315,1.1870150847667209e-05,5.3430041902074185e-06,40.3573,0.019136,0.005849,0.00617,0.11
2026-05-16 12:19:44,RandomForest,higgs,5000,0.6894,0.6888,7.416852021945023e-05,3.0398496929418326e-05,87.8456,0.128388,0.040276,0.026004,3.67
2026-05-16 12:20:04,XGBoost,higgs,5000,0.6804,0.6799,4.678402406270515e-05,2.550559606933718e-05,87.6408,0.083987,0.023192,0.015614,1.81
2026-05-16 12:20:28,XGBoost_GPU,higgs,5000,0.677,0.6766,8.042462831505003e-05,4.553448892721834e-05,61.8527,0.102943,0.078555,0.029591,4.32
2026-05-16 12:20:51,MLP_PyTorch,higgs,5000,0.6056,0.5996,4.758132231681277e-05,2.453802812225383e-05,56.9915,0.0683,0.035662,0.020923,2.76
2026-05-16 12:21:14,LogisticRegression,higgs,10000,0.6393,0.6345,1.4048030559306218e-05,6.0266839421584305e-06,42.3058,0.023184,0.007129,0.006558,0.18
2026-05-16 12:21:46,RandomForest,higgs,10000,0.7036,0.7033,0.00011611259156626847,4.895219795360781e-05,102.0069,0.206143,0.061646,0.036969,5.65
2026-05-16 12:22:07,XGBoost,higgs,10000,0.6921,0.6919,6.107831713348777e-05,3.5827446385224073e-05,94.7793,0.110527,0.030338,0.019446,2.5
2026-05-16 12:22:32,XGBoost_GPU,higgs,10000,0.6904,0.6901,9.000278615865484e-05,5.128568880110219e-05,61.9022,0.114628,0.088969,0.032631,4.87
2026-05-16 12:22:56,MLP_PyTorch,higgs,10000,0.6223,0.6212,6.706072919952722e-05,3.548175014398488e-05,56.2544,0.092659,0.054678,0.028675,4.16
2026-05-16 12:23:20,LogisticRegression,higgs,50000,0.638,0.6335,2.08752651553074e-05,1.0314444646312757e-05,43.5251,0.030967,0.013819,0.010004,0.8
2026-05-16 12:24:16,RandomForest,higgs,50000,0.719,0.7187,0.0005028605961651287,0.0003083056120526736,123.6953,0.91267,0.265823,0.141351,24.98
2026-05-16 12:24:41,XGBoost,higgs,50000,0.7134,0.7132,0.00011665308775043606,6.674972500485112e-05,108.8347,0.211609,0.060121,0.034445,5.2
2026-05-16 12:25:08,XGBoost_GPU,higgs,50000,0.7138,0.7136,0.00012321564112293963,7.443662850188083e-05,61.7683,0.145412,0.134356,0.043632,6.85
2026-05-16 12:25:57,MLP_PyTorch,higgs,50000,0.6947,0.6933,0.0003015250971959597,0.00018093474827652226,52.5166,0.360308,0.300116,0.130981,23.08
2026-05-16 12:26:22,LogisticRegression,higgs,100000,0.6406,0.6363,3.0338510035470835e-05,1.6052034693565903e-05,46.663,0.042231,0.022846,0.014551,1.62
2026-05-16 12:27:56,RandomForest,higgs,100000,0.7233,0.7231,0.001089335404653384,0.0006807870626362596,125.4768,1.97019,0.58917,0.299788,54.68
2026-05-16 12:28:24,XGBoost,higgs,100000,0.7189,0.7187,0.0001587207414833689,9.655628670955725e-05,114.6702,0.287833,0.082252,0.046504,7.37
2026-05-16 12:28:52,XGBoost_GPU,higgs,100000,0.7171,0.7169,0.0001431790522388336,8.769273974355841e-05,61.7508,0.165956,0.160522,0.04932,7.88
2026-05-16 12:30:04,MLP_PyTorch,higgs,100000,0.7112,0.7099,0.0007111659449819107,0.00036118357110382596,87.5985,1.075885,0.554504,0.236188,42.55
2026-05-16 12:30:42,LogisticRegression,higgs,500000,0.6422,0.6377,0.0001458345589575858,8.820056199715926e-05,45.8581,0.175005,0.135272,0.072491,12.04
2026-05-16 12:40:32,RandomForest,higgs,500000,0.7318,0.7315,0.00839308316745515,0.00555689460210064,120.7382,14.997757,4.660631,2.370702,445.39
2026-05-16 12:41:23,XGBoost,higgs,500000,0.737,0.7368,0.0004956405342934861,0.00032347887951886256,120.6964,0.898928,0.260017,0.141949,25.07
2026-05-16 12:41:55,XGBoost_GPU,higgs,500000,0.7376,0.7374,0.00021597194091397843,0.0001406189734824476,64.1491,0.23646,0.260904,0.069491,11.5
2026-05-16 12:46:21,MLP_PyTorch,higgs,500000,0.7455,0.7451,0.0027471875140643635,0.0015491066784483077,63.6595,3.550891,2.584951,1.074624,199.15
2026-05-16 12:47:21,LogisticRegression,higgs,1000000,0.642,0.6376,0.00033098773398025915,0.00020478591403148144,45.7456,0.384095,0.322798,0.161841,28.63
2026-05-16 12:48:42,XGBoost,higgs,1000000,0.7457,0.7455,0.0009702882419228073,0.0006495921199513643,119.4467,1.717453,0.554081,0.275154,50.04
2026-05-16 12:49:19,XGBoost_GPU,higgs,1000000,0.7447,0.7445,0.00030327329428181415,0.00021543958183367715,65.1721,0.303166,0.403852,0.088974,15.01
2026-05-16 12:58:05,MLP_PyTorch,higgs,1000000,0.7552,0.7548,0.00522302962313818,0.0030052925031570027,58.2275,6.575971,4.951655,2.181113,405.04
2026-05-16 13:02:18,LogisticRegression,higgs,5000000,0.642,0.6375,0.002050434182738613,0.0012779296758846038,45.5774,2.351886,2.035614,0.994217,184.0
2026-05-16 13:09:34,XGBoost,higgs,5000000,0.7569,0.7567,0.005942393065026071,0.0042279808915133615,110.1796,10.242367,3.562369,1.792097,332.88
2026-05-16 13:10:46,XGBoost_GPU,higgs,5000000,0.7571,0.7569,0.0009775743083443758,0.0007281066728115615,63.5912,0.806183,1.515894,0.243735,43.88
2026-05-16 14:12:56,MLP_PyTorch,higgs,5000000,0.777,0.7768,0.03624906884889655,0.02192784513291623,52.8056,42.812083,36.675494,15.654336,2917.05
